,nose,left_eye,right_eye,left_ear,right_ear,left_shoulder,right_shoulder,left_elbow,right_elbow,left_wrist,right_wrist,left_hip,right_hip,left_knee,right_knee,left_ankle,right_ankle,face_center,face_width,chin,face_height
20,"(0.25295705, 0.48278818, 0.44385156)","(0.23993383, 0.4996913, 0.549693)","(0.24069951, 0.47257456, 0.62525487)","(0.25311655, 0.51665527, 0.47430372)","(0.25697836, 0.45826074, 0.4785406)","(0.3212934, 0.5478153, 0.72739714)","(0.3288012, 0.43008864, 0.741255)","(0.42019424, 0.5517824, 0.6046411)","(0.42243403, 0.43349957, 0.55064)","(0.51566297, 0.54531693, 0.4797895)","(0.52911794, 0.45048147, 0.24976343)","(0.4972303, 0.5206996, 0.7485901)","(0.50494754, 0.4540803, 0.7576979)","(0.63868266, 0.51295066, 0.65298045)","(0.6304112, 0.46155295, 0.5330963)","(0.7426692, 0.51415026, 0.49709117)","(0.74196494, 0.45679808, 0.39037296)","(0.2550474554300308, 0.4874580055475235, 0.47642216086387634)",0.05852207541465759,"(0.30101722478866577, 0.48689737915992737, 0.6375012298425039)",0.09647105966297423
21,"(0.23942232, 0.4839985, 0.5398522)","(0.22502248, 0.4994001, 0.53485286)","(0.22612089, 0.47115618, 0.57845867)","(0.23911625, 0.51625144, 0.57291263)","(0.24171528, 0.4593954, 0.56656307)","(0.30983493, 0.5488481, 0.74325275)","(0.31364828, 0.4306364, 0.69025505)","(0.41491723, 0.5521686, 0.57227176)","(0.41457933, 0.44062003, 0.48706582)","(0.5074419, 0.5439383, 0.38721424)","(0.51377875, 0.45928222, 0.33631003)","(0.49758384, 0.5185049, 0.6668714)","(0.505023, 0.45310128, 0.632967)","(0.6384301, 0.5153861, 0.6254553)","(0.6312388, 0.46344277, 0.56091356)","(0.74336547, 0.51508665, 0.51771975)","(0.74297684, 0.4571347, 0.41550708)","(0.2404157668352127, 0.4878234267234802, 0.5697378516197205)",0.05691540613770485,"(0.2876351773738861, 0.48782766858736676, 0.6577866673469543)",0.09672935367042335
22,"(0.22404376, 0.4833514, 0.5238382)","(0.21317121, 0.49887487, 0.54272)","(0.21285705, 0.4716125, 0.55331594)","(0.23009811, 0.51825464, 0.46000832)","(0.22876827, 0.45775717, 0.4701274)","(0.29098424, 0.5466551, 0.72340554)","(0.29664034, 0.42818892, 0.7598789)","(0.40326136, 0.552596, 0.51044846)","(0.39689606, 0.41893065, 0.50750935)","(0.47609353, 0.53958476, 0.3102522)","(0.49100047, 0.43891168, 0.42172757)","(0.48881346, 0.5261581, 0.8361074)","(0.49008727, 0.45271468, 0.7081698)","(0.63356555, 0.5141541, 0.686563)","(0.6286982, 0.46379596, 0.52570844)","(0.74510884, 0.5144052, 0.53997666)","(0.7472037, 0.46174726, 0.45747367)","(0.22943319380283356, 0.4880059063434601, 0.46506786346435547)",0.06051207706332207,"(0.270556112130483, 0.486065149307251, 0.6690408786137899)",0.09318290808098237
23,"(0.22251014, 0.48433626, 0.520837)","(0.21058957, 0.49808428, 0.4990042)","(0.2121164, 0.47143325, 0.5502944)","(0.2197499, 0.51686424, 0.57196355)","(0.22804686, 0.45619512, 0.34373552)","(0.28485554, 0.5490062, 0.57071495)","(0.29853868, 0.43149635, 0.67566293)","(0.37485573, 0.5768287, 0.27983356)","(0.3879039, 0.4290421, 0.47125283)","(0.35184523, 0.59711105, 0.30853015)","(0.50009966, 0.44141328, 0.31727543)","(0.49333155, 0.5294763, 0.773769)","(0.49554047, 0.45658648, 0.61166835)","(0.62507224, 0.5155216, 0.63793516)","(0.625474, 0.46568286, 0.45567092)","(0.74173015, 0.51349735, 0.57242715)","(0.7344114, 0.4648672, 0.4730755)","(0.22389838099479675, 0.486529678106308, 0.45784953236579895)",0.06123383343219757,"(0.2686347911755244, 0.4882796108722687, 0.5890716314315796)",0.09258581114657247
24,"(0.21121262, 0.48621786, 0.46164438)","(0.19708666, 0.49243838, 0.42053792)","(0.20326017, 0.47517002, 0.46254247)","(0.20957403, 0.5174043, 0.43578368)","(0.21585739, 0.45879775, 0.5021503)","(0.26459432, 0.5652834, 0.48239237)","(0.28453666, 0.44509405, 0.5162683)","(0.29931563, 0.6467191, 0.47239837)","(0.33346435, 0.4182204, 0.3151211)","(0.24900892, 0.6141101, 0.29185152)","(0.2986458, 0.41190082, 0.19007856)","(0.507038, 0.52861714, 0.7484529)","(0.5081308, 0.45877227, 0.74337447)","(0.642213, 0.51009023, 0.67911285)","(0.6390392, 0.46473914, 0.53932756)","(0.7486541, 0.5100975, 0.5444033)","(0.7445056, 0.46232194, 0.47687027)","(0.21271570771932602, 0.4881010353565216, 0.4689669907093048)",0.05894242972135544,"(0.25344786544640857, 0.49886510769526166, 0.48676835497220355)",0.08817638938652275
25,"(0.22750698, 0.48654634, 0.5311581)","(0.21565104, 0.5011916, 0.44190812)","(0.21416909, 0.4750664, 0.55432653)","(0.22650832, 0.51737267, 0.5549663)","(0.22623256, 0.46151263, 0.3781464)","(0.28541183, 0.54773057, 0.78203654)","(0.29624858, 0.43321252, 0.75453043)","(0.3951683, 0.5535024, 0.5848266)","(0.404767, 0.44719648, 0.36821258)","(0.4948287, 0.5463227, 0.45821315)","(0.50325143, 0.44276893, 0.28643128)","(0.4936975, 0.51891774, 0.65577424)","(0.50167596, 0.45723087, 0.7013945)","(0.62691057, 0.51474357, 0.5464435)","(0.62371767, 0.46300146, 0.4924763)","(0.7401637, 0.51735765, 0.45083258)","(0.74360555, 0.4529965, 0.35764432)","(0.2263704389333725, 0.4894426465034485, 0.4665563404560089)",0.0558607243001461,"(0.26972246666749317, 0.4891631404558818, 0.6892416874567667)",0.0845930244502733
26,"(0.24647659, 0.4831042, 0.46630904)","(0.23558682, 0.49792254, 0.47215718)","(0.23364499, 0.4736064, 0.5304203)","(0.24449337, 0.51641566, 0.5779084)","(0.24236882, 0.45982075, 0.5790309)","(0.2959239, 0.5429195, 0.74412763)","(0.2940319, 0.4355083, 0.5262522)","(0.3983359, 0.53673893, 0.42271405)","(0.38311678, 0.430014, 0.5030853)","(0.491816, 0.54684496, 0.35609412)","(0.49504825, 0.42904115, 0.5321758)","(0.49766785, 0.52678084, 0.76953226)","(0.49956745, 0.4628131, 0.7129647)","(0.6300819, 0.51605964, 0.49357498)","(0.6287903, 0.46286592, 0.5282931)","(0.74120677, 0.52040935, 0.27005568)","(0.7463762, 0.46912393, 0.5499426)","(0.24343109130859375, 0.4881182014942169, 0.5784696340560913)",0.056634772568941116,"(0.2788107891877492, 0.4871773421764374, 0.578896294037501)",0.06517947192467204
27,"(0.26145667, 0.48399812, 0.53310704)","(0.24942921, 0.49887073, 0.39026922)","(0.24328141, 0.47233456, 0.56403565)","(0.25668064, 0.5182267, 0.4858464)","(0.25829414, 0.4578309, 0.48569286)","(0.3110192, 0.54911137, 0.75290847)","(0.31232095, 0.43213233, 0.670626)","(0.4073504, 0.5624686, 0.47063592)","(0.3991663, 0.42183062, 0.5449423)","(0.49069387, 0.58603334, 0.45617023)","(0.4900932, 0.41772455, 0.44944462)","(0.5015348, 0.52196485, 0.6996095)","(0.5063653, 0.45569134, 0.6272515)","(0.6450516, 0.5174408, 0.6138019)","(0.64307606, 0.4573109, 0.53613937)","(0.74512285, 0.5139277, 0.49751872)","(0.74594426, 0.46936536, 0.5423567)","(0.25748738646507263, 0.48802879452705383, 0.4857696294784546)",0.06041732430458069,"(0.2949322760105133, 0.4884139398733775, 0.6522138317426046)",0.06753120088030498
28,"(0.2668152, 0.48511168, 0.5395908)","(0.2548348, 0.49799287, 0.49808258)","(0.2566172, 0.47238204, 0.5503436)","(0.26401246, 0.5178899, 0.56551933)","(0.2708837, 0.45865905, 0.41725367)","(0.33592257, 0.5523114, 0.7332139)","(0.3326077, 0.43270728, 0.62885183)","(0.42883024, 0.5743391, 0.48331854)","(0.4247055, 0.41525978, 0.4544892)","(0.49664935, 0.6012224, 0.5276615)","(0.49651575, 0.41113877, 0.488219)","(0.5173113, 0.5326951, 0.72155076)","(0.5168906, 0.45813784, 0.64792943)","(0.6538379, 0.51661885, 0.50639874)","(0.65720296, 0.45901823, 0.6034834)","(0.74261785, 0.52238, 0.39008003)","(0.74474335, 0.46792433, 0.41643402)","(0.2674480825662613, 0.488274484872818, 0.4913865029811859)",0.059628091752529144,"(0.31178181370099384, 0.4900434613227844, 0.6338855028152466)",0.09047253901571901
29,"(0.2622002, 0.4905045, 0.6805574)","(0.24856678, 0.5022798, 0.5062349)","(0.25282168, 0.4762313, 0.43495885)","(0.26379246, 0.5200819, 0.3527604)","(0.2698244, 0.4627515, 0.4877956)","(0.34410197, 0.5557654, 0.8328134)","(0.3429318, 0.43191037, 0.80652916)","(0.44094738, 0.5750469, 0.47935984)","(0.45241794, 0.40419185, 0.58827424)","(0.5053823, 0.6026368, 0.58730966)","(0.49769944, 0.38956076, 0.32216543)","(0.5185337, 0.5280313, 0.67118025)","(0.520983, 0.4563483, 0.6326331)","(0.66335255, 0.5119975, 0.48124313)","(0.66220504, 0.4579962, 0.61750543)","(0.7522773, 0.5237533, 0.26207012)","(0.75271297, 0.47094533, 0.390069)","(0.266808420419693, 0.49141669273376465, 0.42027799785137177)",0.05764681473374367,"(0.3164113263289134, 0.49272675315539044, 0.7732999920845032)",0.1085132969875285
